Year,Party_Type,State_Name,Expanded.Party.Name,Poll_No,Assembly_No,ID,Election_Type,ECI_Abb,Party_type_TCPD
2019,,Haryana,Adim Bhartiya Dal,0,17,18492,GE,,Local Party
2012,Registered (Unrecognised),Gujarat,Adivasi Jan Kalyan Party,0,12,95,AE,Adivasi Jan Kalyan Party,
2012,Registered (Unrecognised) Party,Gujarat,Adivasi Jan Kalyan Party,0,12,95,AE,AJKP,
2008,Registered (Unrecognised),Madhya_Pradesh,Advait Ishwasyam Congress,0,13,97,AE,AIC,
2009,Registered (Unrecognised) Parties,Madhya_Pradesh,Advait Ishwasyam Congress,0,15,97,GE,AIC,Local Party
1998,Registered (Unrecognised),Delhi,Agar Jan Party,0,6,98,AE,AGRJP,
2002,Registered (Unrecognised),Uttar_Pradesh,Agar Jan Party,0,14,98,AE,AGRJP,
2003,Registered (Unrecognised),Delhi,Agar Jan Party,0,7,98,AE,AGRJP,
2008,Registered (Unrecognised),Delhi,Agar Jan Party,0,8,98,AE,AGRJP,
2014,REGISTERED(Unrecognised) PARTIES,Delhi,Agar Jan Party,0,16,98,GE,AGRJP,Local Party
2014,STATE PARTIES,Uttar_Pradesh,Agar Jan Party,0,16,98,GE,AGRJP,Local Party
2016,Registered (Unrecognised),Puducherry,Agila India Makkal Kazhagam,0,13,102,AE,AgIMK,
2016,Registered (Unrecognised),Puducherry,Agila India Makkal Kazhagam,0,13,102,AE,AGIMK,
2019,,Puducherry,Agila India Makkal Kazhagam,0,17,102,GE,,Local Party
2019,,Tamil_Nadu,Agila India Makkal Kazhagam,0,17,102,GE,,Local Party
2019,,Kerala,Agila India Makkal Kazhagam,0,17,102,GE,,Local Party
1998,Registered (Unrecognised) Parties,Delhi,AGRAJAN PARTY,0,12,98,GE,AGRJP,Local Party
1998,Registered (Unrecognised) Parties,Uttar_Pradesh,AGRAJAN PARTY,0,12,98,GE,AGRJP,Local Party
2019,,Tamil_Nadu,Ahila India Dhayaga Makkal Munnetra Katchi,0,17,17505,GE,,Local Party
2019,,Tamil_Nadu,Ahimsa Socialist Party,0,17,17488,GE,,Local Party
2018,Registered (Unrecognised),Madhya_Pradesh,Ahinsa Samaj Party,0,15,104,AE,AHSP,
2019,,Madhya_Pradesh,Ahinsa Samaj Party,0,17,104,GE,,Local Party
2009,Registered (Unrecognised),Haryana,Aihra National Party,0,11,107,AE,AHNP,
2009,Registered (Unrecognised),Maharashtra,Aihra National Party,0,11,107,AE,AHNP,
2009,Registered (Unrecognised),Jharkhand,Aihra National Party,0,2,107,AE,AHNP,
2012,Registered (Unrecognised),Uttar_Pradesh,Aihra National Party,0,16,107,AE,AHNP,
2014,Registered (Unrecognised),Andhra_Pradesh,Aihra National Party,0,14,107,AE,AHNP,
2014,Registered (Unrecognised),Jharkhand,Aihra National Party,0,3,107,AE,AHNP,
2009,Registered (Unrecognised),Haryana,Aihra National Party,0,11,107,AE,Aihra National Party,
2019,,Karnataka,Aihra National Party,0,17,107,GE,,Local Party
2019,,Telangana,Aihra National Party,0,17,107,GE,,Local Party
2019,,Andhra_Pradesh,Aihra National Party,0,15,107,AE,,
2019,,Jharkhand,Aihra National Party,0,17,107,GE,,Local Party
2019,,West_Bengal,Aihra National Party,0,17,107,GE,,Local Party
1999,Registered (Unrecognised),Arunachal_Pradesh,Ajaya Bharat Party,0,6,119,AE,AJBP,
1998,Registered (Unrecognised),Madhya_Pradesh,Ajeya Bharat Party,0,11,119,AE,AJBP,
1998,Registered (Unrecognised) Parties,Andhra_Pradesh,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Bihar,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Chandigarh,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Delhi,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Gujarat,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Haryana,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Karnataka,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Madhya_Pradesh,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Odisha,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Puducherry,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Punjab,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Rajasthan,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Tamil_Nadu,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,Uttar_Pradesh,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Parties,West_Bengal,AJEYA BHARAT PARTY,0,12,119,GE,AJBP,Local Party
1998,Registered (Unrecognised) Party,Gujarat,Ajeya Bharat Party,0,9,119,AE,AJBP,
1999,Registered (Unrecognised),Andhra_Pradesh,Ajeya Bharat Party,0,11,119,AE,AJBP,
1999,Registered (Unrecognised) Parties,Andhra_Pradesh,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Arunachal_Pradesh,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Assam,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Bihar,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Chandigarh,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Gujarat,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Haryana,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Karnataka,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Kerala,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Madhya_Pradesh,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Manipur,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Meghalaya,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Odisha,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Punjab,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Rajasthan,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Tamil_Nadu,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Tripura,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised) Parties,Uttar_Pradesh,Ajeya Bharat Party,0,13,119,GE,AJBP,Local Party
1999,Registered (Unrecognised),Karnataka,Ajeya Bharat Party,0,6,119,AE,AJBP,
1999,Registered (Unrecognised),Maharashtra,Ajeya Bharat Party,0,9,119,AE,AJBP,
2000,Registered (Unrecognised),Bihar,Ajeya Bharat Party,0,12,119,AE,AJBP,
2000,Registered (Unrecognized),Odisha,Ajeya Bharat Party,0,12,119,AE,AJBP,
2000,Registered (Unrecognised),Haryana,Ajeya Bharat Party,0,9,119,AE,AJBP,
2009,Registered (Unrecognised),Andhra_Pradesh,Ajeya Bharat Party,0,13,119,AE,AJBP,
2009,Registered (Unrecognised) Parties,Andhra_Pradesh,Ajeya Bharat Party,0,15,119,GE,AJBP,Local Party
2009,Registered (Unrecognised),Jharkhand,Ajeya Bharat Party,0,2,119,AE,AJBP,
2009,Registered (Unrecognized),Odisha,AJSU Party,0,14,8958,AE,AJSUP,
2009,Registered (Unrecognised) Parties,Jharkhand,AJSU Party,0,15,8958,GE,AJSUP,Local Party
2009,Registered (Unrecognised),Jharkhand,AJSU Party,0,2,8958,AE,AJSUP,
2011,State (Other States),West_Bengal,AJSU Party,0,15,8958,AE,AJSUP,
2014,state (Other),Odisha,AJSU Party,0,15,8958,AE,AJSUP,
2014,State,Jharkhand,AJSU Party,0,3,8958,AE,AJSUP,
2014,STATE PARTIES,Jharkhand,AJSU Party,0,16,8958,GE,AJSUP,Local Party
2014,REGISTERED(Unrecognised) PARTIES,Odisha,AJSU Party,0,16,8958,GE,AJSUP,Local Party
2016,State (Other States),West_Bengal,AJSU Party,0,16,8958,AE,AJSUP,
2019,,Haryana,Aam Aadmi Party,0,13,,AE,AAP,
1992,,Delhi,Akahand  Bharat Maha Sangh Sarvahara Krantikari Party,1,10,8746,GE,ABMSKP,Local Party
2009,Registered (Unrecognised) Parties,Rajasthan,Akahand  Bharat Maha Sangh Sarvahara Krantikari Party,0,15,8746,GE,ABMSKP,Local Party
1998,Registered (Unrecognised),Rajasthan,Akahand Bharat Mahasangh Sarvahara Krantikari Party,0,11,8746,AE,ABMSKP,
1962,Not available,Punjab,AKALI DAL,0,3,16994,AE,AD,
1962,Other Recognised Parties *,Punjab,AKALI DAL,0,3,16994,GE,AD,State-based Party
1967,State Parties,Punjab,AKALI DAL - MASTER TARA SINGH,0,4,17047,GE,ADM,Local Party
1967,State Parties,Punjab,AKALI DAL - SANT FATEH SINGH GROUP,0,4,17049,GE,ADS,Local Party
1968,State,Haryana,Akali Dal (sant group),0,2,17049,AE,ADS,
1967,State,Punjab,AKALI DAL MASTER TARA SINGH GROUP,0,4,17047,AE,ADM,
1967,State,Punjab,AKALI DAS SANT FATEH SINGH GROUP,0,4,17049,AE,ADS,
1993,Registered (Unrecognised),Delhi,Akhand Bharat Mahasang Sarvahara Krantikari Par,0,5,8746,AE,ABMSKP,
